Restaurant Name,City,Latitude,Longitude,Aggregate rating
Piper's & Grill - The Night Chef,New Delhi,28.694348,77.208794,0.0
RAM-G Samose Wale,New Delhi,28.6961124,77.2045178,0.0
Shubham Vaishno Bhojanalya,New Delhi,28.7077386,77.2046316,0.0
Shudh Vaishno Bhojanalaya,New Delhi,28.6981059,77.2059791,0.0
Shudh Vaishno Dhaba,New Delhi,28.6990689,77.2048113,0.0
Singh Chicken,New Delhi,28.7075633,77.2027704,0.0
Spezia Deliveries,New Delhi,0.0,0.0,0.0
TAG,New Delhi,0.0,0.0,0.0
UFO,New Delhi,28.6966432,77.204411,0.0
Urban Patty House,New Delhi,28.6944781,77.2050359,0.0
Big Yellow Door,New Delhi,28.6950596,77.2040926,4.3
Amritsar Juction,New Delhi,28.7000027,77.1883704,3.1
Bawarchi,New Delhi,28.6978702,77.193222,3.3
Bawarchi,New Delhi,28.6989226,77.192054,3.3
Bhogalji Bikaner Sweets,New Delhi,28.7002971,77.1886399,2.9
Bikanervala,New Delhi,28.6947792,77.1889993,3.2
Changezi Chicken,New Delhi,28.7014836,77.1898079,3.1
Giani's,New Delhi,28.7004928,77.1889483,3.4
Gola Northend,New Delhi,28.7014578,77.1895384,3.1
Kay's Chik-In,New Delhi,28.701475,77.1897181,2.6
Mr. Lobo,New Delhi,28.6991655,77.1917845,3.0
Nut Khut Rasoi,New Delhi,28.7013265,77.1895597,3.4
Purani Delhi 6,New Delhi,28.6924395,77.1905019,3.0
Raahgiri,New Delhi,28.6989717,77.192099,3.2
Singh Dhaba,New Delhi,28.6975254,77.1863488,3.0
Sugar Boutique,New Delhi,28.6943279,77.1898978,3.1
Zaika Amritsari,New Delhi,28.7017609,77.1898978,3.0
Ashok Meat Wala,New Delhi,28.7014836,77.1898079,3.5
Baker's Stop,New Delhi,28.7003953,77.1887297,3.8
Nut Khat Caterers,New Delhi,28.699677,77.1878236,3.6
Penta Cafe,New Delhi,28.6991827,77.1919642,3.6
Penta Cafeteria,New Delhi,28.6993443,77.1917362,3.6
Railway Yard,New Delhi,0.0,0.0,3.8
Roti Aur Boti,New Delhi,28.7016159,77.1899423,3.5
Sahni Fish Corner,New Delhi,28.7015792,77.1894036,3.5
Aap Ki Khatir,New Delhi,28.6988557,77.1918129,0.0
Aggarwal Sweets,New Delhi,28.7006314,77.1836813,0.0
Amul Ice-Cream Parlour,New Delhi,28.6982502,77.1919823,0.0
Chaat King,New Delhi,28.6991164,77.1917396,0.0
Cherry Berry,New Delhi,28.6943365,77.1899876,0.0
Flavours Kitchen,New Delhi,28.7014836,77.1898079,0.0
Hook Up,New Delhi,28.6991568,77.1916947,0.0
Jnm Mama Mafia,New Delhi,28.7015191,77.1894379,0.0
Kitchen199,New Delhi,28.7006555,77.1839678,0.0
Noddy's,New Delhi,28.6982616,77.1920054,0.0
Om Ji Bhature Wale,New Delhi,28.7017374,77.1894954,0.0
Peshawari Mehel,New Delhi,28.6990208,77.1921439,0.0
Republic of Chicken,New Delhi,28.6971907,77.1940755,0.0
Shri Radhe,New Delhi,28.7007076,77.1840036,0.0
Spices Affair,New Delhi,28.698891,77.1920352,0.0
34 Parkstreet Lane,New Delhi,28.5602677,77.2096084,3.2
Al Forno by Aishwarya,New Delhi,0.0,0.0,3.4
Bakingo,New Delhi,28.5508626,77.2046327,2.7
Bandstand,New Delhi,28.5523954,77.2033238,3.3
Big Fat Sandwich,New Delhi,28.5503273,77.2039324,2.9
Blue Tokai Coffee Roasters,New Delhi,28.552966,77.207813,3.3
Cafe Coffee Day - The Lounge,New Delhi,28.5510835,77.2076874,2.6
Cakes & Bakes,New Delhi,28.557586,77.2068141,2.9
Captain Grub,New Delhi,28.55402,77.19397,3.3
Chaat Corner,New Delhi,28.5518155,77.2037786,3.2
Cosy Restaurant,New Delhi,28.5513556,77.2043582,3.4
Food Refill,New Delhi,28.5626079,77.214976,3.1
Ganesh Anna South Indian Food Corner,New Delhi,28.5605341,77.2094004,3.0
Giani,New Delhi,28.551367,77.2045662,3.3
Gravies,New Delhi,28.5568936,77.2067363,3.3
Green Chick Chop,New Delhi,28.542347,77.2027931,3.1
Grub Pub,New Delhi,28.5516775,77.2084143,3.4
Handi Masala Restaurant,New Delhi,28.5416535,77.2043752,2.6
Himalaya Dhaba,New Delhi,28.5614631,77.2115953,2.6
Hot & Hot,New Delhi,28.552691,77.2036513,2.9
Hot Box,New Delhi,28.5622242,77.2106376,2.6
Indrani's Kitchen,New Delhi,28.5515237,77.2070845,3.3
Kallu Hot Zaika,New Delhi,28.5505307,77.2054205,2.9
Kathi Roll Corner 44,New Delhi,28.5554938,77.2093121,3.1
Mama Dhaba,New Delhi,28.560378,77.2091679,2.8
Miam,New Delhi,28.5503273,77.2039324,3.2
Momos House,New Delhi,28.5609831,77.2100361,3.3
Nirula's Ice Cream,New Delhi,28.5505745,77.2046029,2.9
Overdose,New Delhi,28.5618666,77.2141709,2.7
Punjabi Chaap Corner,New Delhi,28.5604449,77.2093036,2.8
Punjabi Tadka,New Delhi,28.562373,77.2107833,3.1
Rapti Chinese Food,New Delhi,28.5618535,77.2141542,3.2
Riyaz Chicken Corner,New Delhi,28.5603597,77.2095255,3.4
Sharda Pastry Shop,New Delhi,28.5509252,77.2080868,2.8
Southy,New Delhi,28.5500479,77.2056973,3.1
Spicy,New Delhi,28.5624222,77.2107781,2.9
Subway,New Delhi,28.5510151,77.2081473,2.8
The Foodie Cafe,New Delhi,28.5521888,77.2039336,3.4
Uncle's Kabab Point,New Delhi,28.5639463,77.2120463,3.4
Wimpy,New Delhi,28.5522405,77.2039227,2.6
Zaika,New Delhi,28.5617035,77.2145148,2.7
Natural Ice Cream,New Delhi,28.5513376,77.2045658,4.5
Cafe 6,New Delhi,28.5525624,77.2084289,3.9
Cafe Coffee Day,New Delhi,28.550438,77.2039819,3.5
Dzukou Tribal Kitchen,New Delhi,28.5509312,77.208163,3.8
Havmor Ice Cream,New Delhi,28.5513546,77.2045516,3.6
Lost in Frost,New Delhi,28.5397438,77.2063121,3.7
Pink Box,New Delhi,28.5513909,77.2045677,3.8
Potet,New Delhi,28.5542453,77.2059157,3.7
Root'd,New Delhi,28.5601373,77.2131207,3.7
South Cafe,New Delhi,28.5602363,77.2104167,3.5
Sri Balaji,New Delhi,28.5622518,77.2106438,3.5
Thalaivar,New Delhi,28.5509721,77.2080928,3.8
The Junction,New Delhi,28.5543973,77.2059313,3.9
34 Park Street Lane,New Delhi,28.5417943,77.2036655,0.0
Adda The Spice Affair,New Delhi,28.5623218,77.210758,0.0
All About Food,New Delhi,28.5605085,77.2093815,0.0
Bombay Pao Bhaji,New Delhi,28.5414504,77.203929,0.0
Brown House Cafe,New Delhi,28.5600874,77.2099284,0.0
Chinese Hutt,New Delhi,28.5602665,77.2096165,0.0
Desi Tadka,New Delhi,28.560245,77.2098425,0.0
Food Daddy,New Delhi,28.5419041,77.204319,0.0
Front Food Corner,New Delhi,28.5418706,77.2043423,0.0
Gupta's Vegetarian Paradise,New Delhi,28.5636313,77.2116483,0.0
Hot Kathi Roll,New Delhi,28.5601549,77.2097525,0.0
House Of Chocolate,New Delhi,0.0,0.0,0.0
Jaisons,New Delhi,0.0,0.0,0.0
Sher -E- Punjab,New Delhi,28.5608475,77.2081917,0.0
Shi Cafe,New Delhi,28.55510074,77.19461381,0.0
Sri Balaji,New Delhi,28.5631376,77.2143271,0.0
Zaika Kathi Roll,New Delhi,28.5603853,77.2095383,0.0
Cravity,New Delhi,28.5532206,77.2079154,4.0
Little Saigon,New Delhi,28.5514459,77.208506,4.0
Summer House Cafe,New Delhi,28.5525204,77.203809,4.1
Elf Cafe & Bar,New Delhi,28.5542839,77.1944778,3.3
Garage Inc.,New Delhi,28.5538347,77.194918,3.4
My Bar Grill,New Delhi,28.5543721,77.1944373,3.3
Wow! Momo,New Delhi,28.5546133,77.194795,3.4
Coast Cafe,New Delhi,28.5545112,77.1960285,4.5
Chaayos,New Delhi,28.5541711,77.1945289,3.9
"Elma's Bakery, Bar, and Kitchen",New Delhi,28.5548297,77.1948429,3.9
Fork You,New Delhi,28.5540858,77.194058,3.8
High5 Cafe & Bar,New Delhi,28.5542208,77.1949328,3.7
Imperfecto,New Delhi,28.5546859,77.1951433,3.7
Maison Des Desserts,New Delhi,28.5534325,77.1941291,3.9
Maquina,New Delhi,28.5540646,77.1943109,3.8
Masha,New Delhi,28.5541496,77.1940584,3.5
Moonshine Cafe & Bar,New Delhi,28.5541314,77.194159,3.5
New York Slice,New Delhi,28.5536,77.1941855,3.7
Out Of The Box,New Delhi,28.5541766,77.1944824,3.7
Raasta,New Delhi,28.5541282,77.1944156,3.9
Hauz Khas Social,New Delhi,28.5542851,77.1944706,4.3
Kunzum Travel Cafe,New Delhi,28.55333,77.1943217,4.2
Lord of the Drinks Meadow,New Delhi,28.5557479,77.1952737,4.2
Matchbox,New Delhi,28.5541009,77.1941749,4.0
Naivedyam,New Delhi,28.555157,77.1952749,4.2
Rang De Basanti Urban Dhaba,New Delhi,28.554476,77.195013,4.4
Smoke House Deli,New Delhi,28.5542015,77.1948582,4.1
Viva Deli - Holiday Inn,New Delhi,28.550327,77.122793,3.3
Cafe on 3 - Holiday Inn,New Delhi,28.5907981,77.2980406,3.4
The Kylin Experience - Holiday Inn,New Delhi,28.5905091,77.2977869,3.7
Thugs - Hotel Broadway,New Delhi,28.6409625,77.2379557,3.4
Chor Bizarre - Hotel Broadway,New Delhi,28.6410435,77.2378659,3.9
Opium Bar - Hotel City Park,New Delhi,28.7056604,77.1430501,2.8
Yellow Mirchi - Hotel City Park,New Delhi,28.7057393,77.1432187,3.9
Curry Capital - Hotel Classic Diplomat,New Delhi,28.5476562,77.1261797,0.0
Viceroy Bar - Hotel Classic Diplomat,New Delhi,28.5479078,77.1259999,0.0
Cafe Regent,New Delhi,28.6430365,77.1729864,3.0
The Grand Kitchen,New Delhi,28.6430256,77.1729982,0.0
Lutyen's - Hotel The Royal Plaza,New Delhi,28.6212265,77.2170282,3.3
Onyx Bar - Hotel The Royal Plaza,New Delhi,28.6212756,77.2170731,3.0
SKY Lounge Bar & Grill - Hotel The Royal Plaza,New Delhi,28.6212756,77.2170731,3.4
Jasmine - Hotel The Royal Plaza,New Delhi,28.6212756,77.2170731,3.7
Lord William Tea Lounge - Hotel The Royal Plaza,New Delhi,28.6212322,77.216908,3.6
Royal Brewery Bistro,New Delhi,28.6213161,77.2170282,3.5
Cafe - Hyatt Regency,New Delhi,28.56904,77.185331,3.6
La Piazza - Hyatt Regency,New Delhi,28.56904,77.185331,3.9
Polo Lounge - Hyatt Regency,New Delhi,28.56904,77.185331,3.6
Sidewalk - Hyatt Regency,New Delhi,28.56904,77.185331,3.8
T.K'S Oriental Grill - Hyatt Regency,New Delhi,28.56904,77.185331,3.9
China Kitchen - Hyatt Regency,New Delhi,28.56904,77.185331,4.0
The Hub -  ibis New Delhi,New Delhi,28.551398,77.123127,3.1
Frugurpop-  ibis New Delhi,New Delhi,0.0,0.0,0.0
Baked and Wrapped,New Delhi,28.5780214,77.2093928,3.1
M.D. Kitchen,New Delhi,28.5783748,77.2100616,2.6
Kerala Hotel,New Delhi,28.5739586,77.2100216,3.9
New Classic Kitchen,New Delhi,28.5780386,77.2095724,0.0
M.P. Canteen,New Delhi,28.607967,77.198618,3.1
Mysore Cafe,New Delhi,28.6083918,77.2014634,3.2
Maharashtra Sadan,New Delhi,28.6184829,77.2296031,3.8
Kashmiri Hills Wazwan,New Delhi,0.0,0.0,0.0
Mirch Masala Restaurant,New Delhi,28.6086732,77.1981633,0.0
Shree Rathnam,New Delhi,28.6083206,77.2211555,0.0
Abhishek Restaurant,New Delhi,28.6307448,77.3016535,2.9
AL Maroosh,New Delhi,28.6221018,77.2933535,2.8
Ambarsari Kababs & Curries,New Delhi,28.6332414,77.3027284,3.0
Ambrosia - The Golden Palms Hotel,New Delhi,28.6310189,77.3061495,2.8
Bala's Kitchen,New Delhi,28.6311765,77.3062105,2.9
Cafe Meadows,New Delhi,28.6360907,77.2995552,3.1
Dee The Baker,New Delhi,28.6281517,77.3089444,3.4
Dilli Darbaar,New Delhi,28.6360024,77.3043502,3.1
Finger Licious,New Delhi,28.6362503,77.3056876,3.2
Garden Hut,New Delhi,28.6306439,77.3059907,2.7
Hari Mirch Masala,New Delhi,28.6360078,77.3031004,2.8
Kamal's,New Delhi,28.6351912,77.3031053,2.8
Kocktails & Kurries,New Delhi,28.6280802,77.3089888,3.1
Madras Cafe,New Delhi,28.6355354,77.3032993,3.2
Mahalaxmi Dairy & Sweets,New Delhi,28.6348977,77.3039947,2.6
Meet n Eat,New Delhi,28.6282279,77.3082609,2.7
Punjabi Mirchi,New Delhi,28.6335406,77.3028343,3.3
The Garam Masala,New Delhi,28.627967,77.3079824,3.4
Unique Pastry Shop,New Delhi,28.6349194,77.3035124,3.4
Vaishno Amritsari Dhaba,New Delhi,28.6278421,77.307845,3.2
Zara Restaurant,New Delhi,28.6220862,77.2919552,3.3
Bhatia Sweets,New Delhi,28.630711,77.305996,3.5
De Cafepedia,New Delhi,28.6360258,77.3030936,3.5
Icy Curls,New Delhi,28.634931,77.3037739,3.7
Chakhna,New Delhi,28.6308689,77.3012262,0.0
Choco-House Chocolatiers,New Delhi,0.0,0.0,0.0
D Brown Affairs,New Delhi,28.6362246,77.2995024,0.0
Daya Sagar,New Delhi,28.6346331,77.2974464,0.0
Food Code 99,New Delhi,28.6274039,77.3011496,0.0
Foodie Singh,New Delhi,28.6336787,77.2990042,0.0
Gluten Free by Deepika,New Delhi,0.0,0.0,0.0
Jain Restaurant,New Delhi,28.630479,77.2995973,0.0
Kesariya Sweets,New Delhi,28.62804124,77.30793916,0.0
KG Confectionery and Pastry Shop,New Delhi,28.6348699,77.3038718,0.0
Krishna Da Dhaba,New Delhi,28.6355354,77.3032993,0.0
Little Cup Cake,New Delhi,0.0,0.0,0.0
New Kovilakam Restaurant,New Delhi,28.63570449,77.30450468,0.0
Nice Food Corner,New Delhi,28.6219398,77.2934576,0.0
Radhey Radhey Foods,New Delhi,28.6264823,77.3029659,0.0
Schezwan Bakery,New Delhi,28.6304877,77.3065335,0.0
Shama Muradabadi Chicken Corner,New Delhi,28.6349562,77.3037861,0.0
Starve Stalkers,New Delhi,0.0,0.0,0.0
Tava & Tandoor,New Delhi,28.635191,77.3030602,0.0
Chutneez Restaurant Lounge & Bar,New Delhi,28.6339747,77.3095488,2.4
Domino's Pizza,New Delhi,28.6308576,77.3012464,2.4
Mangal Sweets,New Delhi,28.6304523,77.3015435,2.4
Sweet Tickles,New Delhi,28.631723,77.305766,4.1
Ira - The Waterside Bar - ITC Maurya,New Delhi,28.5981818,77.1734292,3.2
Nutmeg The Gourmet Shop - ITC Maurya,New Delhi,28.5974082,77.1735895,3.4
Fabelle Chocolate Boutique - ITC Maurya,New Delhi,28.5974082,77.1735895,3.8
Golf Bar - ITC Maurya,New Delhi,28.5981778,77.1734391,3.5
Bukhara - ITC Maurya,New Delhi,28.5974659,77.1737243,4.4
Tian - Asian Cuisine Studio - ITC Maurya,New Delhi,28.5973505,77.1734547,4.1
Ashish Lal Dhaba,New Delhi,28.63209722,77.23888333,3.2
Lal Dhaba,New Delhi,0.0,0.0,3.1
McDonald's,New Delhi,28.63255,77.24104444,3.2
Udupi Cafe,New Delhi,28.6311424,77.24134527,3.5
"34, Chowringhee Lane",New Delhi,28.6347982,77.097151,2.7
Amritsar Express,New Delhi,28.6356447,77.0969155,3.1
Anand Chicken & Fast Food,New Delhi,28.6274912,77.096421,2.8
Baba Chicken Ludhiana Wale,New Delhi,28.6355956,77.0968706,3.1
Bombay Vada Pav,New Delhi,28.6360464,77.0969926,2.8
Cafe Coffee Day,New Delhi,28.6362828,77.0971876,3.1
Chin Pokli,New Delhi,28.620964,77.107504,3.1
Curries,New Delhi,28.6275885,77.1090874,2.7
Deepak Vaishno Dhaba,New Delhi,28.6310878,77.0981016,3.4
Delhi Dhaba,New Delhi,28.6237129,77.1022244,3.1
Dewan Sweets,New Delhi,28.6196388,77.1108383,3.3
Flirty Momo's,New Delhi,28.6494365,77.1028818,3.1
Frontier,New Delhi,28.6312881,77.0975994,3.2
Giani,New Delhi,28.6255303,77.1109713,3.0
Green Chick Chop,New Delhi,28.6316476,77.0980497,3.3
Khalsa Veg Corner,New Delhi,28.6343754,77.0980565,3.4
Kings Kulfi,New Delhi,28.6349446,77.0971673,3.3
Kohli Dhaba,New Delhi,28.631387,77.0982505,3.4
Laxmi Ice Cream,New Delhi,28.6353891,77.0968803,3.4
Mosaic - SK Premium Park,New Delhi,28.6300121,77.1136177,2.9
Moti Mahal Delux,New Delhi,28.6255608,77.1013347,2.7
Mukesh Chic-Inn Hot & Spice,New Delhi,28.6356447,77.0969155,3.0
Muradabadi Biryani,New Delhi,28.6322412,77.0981402,2.6
Muradabadi Shahi Biryani & Chicken Corner,New Delhi,28.6316146,77.0978255,3.3
Nagi Fish Corner,New Delhi,28.63561,77.0965558,3.1
Nirula's Ice Cream,New Delhi,28.6316165,77.0981006,3.0
Papa Veg Chinese Food,New Delhi,28.6347297,77.0971629,2.9
Pindi's Kitchen,New Delhi,28.6350493,77.0971063,3.3
Rewari Sweets,New Delhi,28.6134073,77.1087679,3.2
Roti Aur Boti,New Delhi,28.6313278,77.097836,3.2
Sahni Chicken Corner,New Delhi,28.6249007,77.1017394,3.2
Sarpal Restaurant,New Delhi,28.6249622,77.1112093,3.1
SGF - Spice Grill Flame,New Delhi,28.6334468,77.0981661,2.9
Shanta Fresh Fish Corner,New Delhi,28.635497,77.0965824,3.1
Shree Meenakshi Dosai,New Delhi,28.6358663,77.0970387,2.9
Singz,New Delhi,28.6315014,77.0977886,2.9
Sona Bakers,New Delhi,28.6356765,77.0967806,3.4
Tak - a - Tak,New Delhi,28.6309971,77.0976322,3.3
The Great Indian Food Truck,New Delhi,28.6246348,77.110907,3.0
Tihar Food Court,New Delhi,28.6197878,77.1040333,2.9
Uncle Da Dhabha,New Delhi,28.6351319,77.0998706,3.0
Variety Chicken Corner,New Delhi,28.6212976,77.1074751,2.9
Wah Ji Wah,New Delhi,28.6350345,77.0971697,2.5
9 Scoops,New Delhi,28.635251,77.0998371,3.6
Kati Roll Cottage,New Delhi,28.6344684,77.0994344,3.5
Pul Bangash Wale,New Delhi,28.6315308,77.097993,3.7
Sunny Chicken Soup,New Delhi,28.6351651,77.0970504,3.6
Yo Momos,New Delhi,28.6314535,77.0977144,3.7
Bikaner Sweets,New Delhi,28.6344525,77.0997544,0.0
Bittoo Murge Wala,New Delhi,28.6360885,77.0972622,0.0
Jalebi Wala,New Delhi,28.6353275,77.0970875,0.0
Just Parkash,New Delhi,28.6628124,77.1088295,0.0
Kwality Sweet Corner,New Delhi,28.6244686,77.1109839,0.0
Mohan Chaat Corner,New Delhi,28.6212971,77.1073269,0.0
Mr. Momo,New Delhi,28.6357503,77.0996828,0.0
Pishori Chicken Corner,New Delhi,28.6235852,77.1018025,0.0
Punjab Patiyala Sahi,New Delhi,28.6342008,77.0974053,0.0
Shama Chicken Corner,New Delhi,28.6258103,77.1108325,0.0
Wah G Wah,New Delhi,28.631327,77.098778,0.0
Grillz,New Delhi,28.625289,77.101117,2.2
The Barbeque Company,New Delhi,28.6255344,77.1014229,4.2
Anmol Chicken Corner,New Delhi,28.6498101,77.2349022,3.1
Babu Bhai Kabab Wale,New Delhi,28.6472969,77.2339142,3.4
Chicken Mughlai,New Delhi,28.6487528,77.2335637,3.0
Cool Point Shahi Tukda,New Delhi,28.6497205,77.2349022,3.1
Jawahar Hotel,New Delhi,28.649456,77.2334814,3.4
Lalu Kababe,New Delhi,28.6497621,77.2339276,3.2
Phelwan Biryani Wala,New Delhi,28.6470498,77.2350818,3.0
Qureshi Kabab Corner,New Delhi,28.6498506,77.2348573,3.0
Al Jawahar,New Delhi,28.6496214,77.2327023,3.8
Aslam Chicken,New Delhi,28.6486247,77.2335385,3.9
Dil Pasand Biryani Point,New Delhi,28.6470498,77.2350818,3.5
Haji Mohd. Hussain,New Delhi,28.6489324,77.2336085,3.6
Kallan Sweets,New Delhi,28.649672,77.2334979,3.8
The Walled City - Caf�� & Lounge,New Delhi,28.6491652,77.2328365,3.8
Al-Nawab,New Delhi,28.6498224,77.2362096,0.0
Ameer Sweets House,New Delhi,28.6468193,77.2345429,0.0
Anwar Food Corner,New Delhi,28.6497611,77.2331077,0.0
Fish Point,New Delhi,28.6497507,77.2348182,0.0
Golden Bakery,New Delhi,28.6481181,77.2335999,0.0
Hotel Maidah,New Delhi,28.6492548,77.2328365,0.0
Lahori Food,New Delhi,28.6493023,77.2333916,0.0
Majlis Foods,New Delhi,28.6498655,77.2355652,0.0
Cool Point,New Delhi,28.6492691,77.2337024,4.2
Haji Shabrati Nihari Wale,New Delhi,28.6467702,77.234498,4.0
Karim's,New Delhi,28.6493933,77.23363,4.0
Qureshi Kabab Corner,New Delhi,28.649739,77.2348509,4.3
Bake Bikaner,New Delhi,28.6178488,77.0781883,3.3
Barista,New Delhi,28.6308738,77.081247,3.3
Behrouz Biryani,New Delhi,28.624851,77.076075,3.4
Brunchilli,New Delhi,28.61913158,77.09158983,3.2
Cafe Coffee Day,New Delhi,28.6270907,77.0919751,3.4
Chawla Dillivala,New Delhi,28.6217683,77.08765,2.7
Dhaba Ambarsariya,New Delhi,28.625011,77.101121,3.3
Domino's Pizza,New Delhi,28.6298073,77.0903177,3.4
GPW - The Food Hub,New Delhi,28.6156773,77.0895476,3.0
Green Bhojanalya,New Delhi,28.6237445,77.0821521,3.2
Hira Sweets,New Delhi,28.6330204,77.0870265,2.5
Hot Curries,New Delhi,28.61683827,77.09035702,3.4
Meenu Caterers,New Delhi,28.6168861,77.090369,2.7
Moti Mahal Delux,New Delhi,28.6300262,77.0820473,2.6
New Kadimi,New Delhi,28.6158468,77.0944197,2.5
Polka Pastry & Snack Bar,New Delhi,28.6311148,77.0966703,3.2
Pudding & Pie,New Delhi,28.6180223,77.0888248,3.4
Singz,New Delhi,28.6219218,77.0859354,2.5
Slice of Italy,New Delhi,28.6216295,77.0884552,3.4
Subway,New Delhi,28.6219496,77.0844615,3.1
Suruchee,New Delhi,28.6343713,77.0935847,3.4
The Bubble Tea Cafe,New Delhi,28.6215998,77.0883654,3.0
The Destination,New Delhi,28.6284185,77.0910311,3.3
The Night Delights,New Delhi,28.6202711,77.0887484,3.4
Tingling Pepper,New Delhi,28.6361792,77.0960937,3.4
Wah G Wah,New Delhi,28.6298512,77.0910906,2.7
Midnight Hunger Hub,New Delhi,28.6122787,77.0900756,4.5
BarShala,New Delhi,28.6295635,77.0816045,3.5
Bemisaal Reloaded,New Delhi,28.6291122,77.091394,3.8
Bon App��tit,New Delhi,28.6296625,77.0820832,3.8
Burger Point,New Delhi,28.6180324,77.0901845,3.6
Cakes 'n' Crumbs,New Delhi,28.6331568,77.0871273,3.6
China Fort,New Delhi,28.6285431,77.0910903,3.5
Giani,New Delhi,28.6180887,77.0887384,3.5
Hot Cherries,New Delhi,28.6335873,77.0871808,3.6
KFC,New Delhi,28.6209459,77.0817882,3.5
McDonald's,New Delhi,28.6299374,77.0819207,3.6
Pasta Xpress,New Delhi,28.6157655,77.0941454,3.6
Tandoor Bar-Be-Que,New Delhi,28.6218773,77.0846413,3.5
TBK Kulcha's,New Delhi,28.6191652,77.091738,3.6
The Pindi,New Delhi,28.620389,77.0801897,3.5
The Tangy Tomatoes,New Delhi,28.6341679,77.0936598,3.7
Thela,New Delhi,28.6330626,77.0905124,3.5
Wah Ji Wah,New Delhi,28.6217284,77.0884763,3.7
Muffins,New Delhi,28.6278364,77.0917978,1.9
Food Scouts,New Delhi,28.622406,77.090872,4.3
Aggarwal Sweet India,New Delhi,28.5830716,77.2450727,2.8
Bhola Dhaba,New Delhi,28.5835117,77.2459911,2.8
Cake Me Up,New Delhi,28.5799189,77.2415481,3.1
Chawla Snacks,New Delhi,28.5826876,77.2467751,2.9
Chef Joint,New Delhi,28.5795335,77.2475434,3.2
China Hut,New Delhi,28.5817203,77.2472956,3.0
Chinese Hut,New Delhi,28.5816136,77.247116,2.8
Curries & Kebabs,New Delhi,28.5791847,77.2583408,2.7
Giani's,New Delhi,28.5793555,77.2412786,3.1
Green Chick Chop,New Delhi,28.584787,77.2479691,3.1
Kabul Restaurant,New Delhi,28.5813084,77.2464868,2.8
Kadimi Dukan,New Delhi,28.5825578,77.2481871,3.2
Kadimi Sweets,New Delhi,28.5819657,77.24752,3.1
McDonald's,New Delhi,28.5812079,77.2419073,3.4
Modi Pastry Corner,New Delhi,28.5813908,77.2467562,2.6
New Evergreen Hotel,New Delhi,28.5844282,77.2476766,2.9
Nikku Hotel,New Delhi,28.5823905,77.2515162,2.6
Om Hotel,New Delhi,28.5805634,77.2417277,3.3
Pakeeza Burger,New Delhi,28.5813093,77.246482,2.6
Paljees Fresh Baked,New Delhi,28.5828513,77.2450505,3.1
Pinka's Rasoi,New Delhi,28.5798378,77.2416379,3.1
Republic of Chicken,New Delhi,28.5829004,77.2450954,2.8
Sandwich & Sons,New Delhi,28.5853525,77.2487324,3.2
Simple Restaurant,New Delhi,28.5837347,77.2439728,3.0
Subway,New Delhi,28.5828513,77.2450505,3.3
Tempting Bar-B-Que,New Delhi,28.5824117,77.2451403,3.3
The Biryani Hut,New Delhi,28.5818185,77.2473854,2.9
Beliram Degchiwala,New Delhi,28.5828513,77.2450505,3.5
Instapizza,New Delhi,28.5853611,77.2488222,3.9
Janta Bakery,New Delhi,28.5823926,77.2482385,3.6
Pal Refreshment Corner,New Delhi,28.580653,77.2417277,3.5
Transform Nutrition,New Delhi,28.5807469,77.2415673,3.5
Bhashi Caterers,New Delhi,28.5819018,77.2515611,0.0
Birbal Ji Dhaba,New Delhi,28.5815771,77.2512383,0.0
Chaap Express,New Delhi,28.5835827,77.2460575,0.0
Daawat-e-Mehak,New Delhi,28.5764607,77.262305,0.0
Delhi Biryani Hut,New Delhi,28.5815151,77.2468941,0.0
K. B. Eating Point,New Delhi,28.5798205,77.2603162,0.0
Kashmiri Wazwan,New Delhi,28.5815244,77.247005,0.0
Maan Singh Halwai,New Delhi,28.5792658,77.258251,0.0
Mughlai Darbar Muradabadi,New Delhi,28.5852629,77.2487324,0.0
P.S. Chinese & Thai Food,New Delhi,28.5791121,77.2585204,0.0
Pak Afghan Restaurant,New Delhi,28.5814249,77.2467645,0.0
Pakeeza Restaurants,New Delhi,28.5812764,77.2463975,0.0
Radhe Shyam Chole Bhature,New Delhi,28.5827894,77.2490554,0.0
Sanjha Chulha,New Delhi,28.5738108,77.2574428,0.0
Sardar A Pure Meat Shop,New Delhi,28.5843025,77.247116,0.0
Shahi Muradabadi & Hyderabadi,New Delhi,28.5771398,77.2622917,0.0
Shankar Chinese Foods,New Delhi,28.5794004,77.2422216,0.0
Shri Ram Sweets,New Delhi,28.5792829,77.2584306,0.0
Subhash Punjabi Family Dhaba,New Delhi,28.5815991,77.251335,0.0
Tandoori Nature,New Delhi,28.5832431,77.2479992,0.0
Tinker Koch,New Delhi,28.5839782,77.2474752,0.0
Wakhra Swag,New Delhi,28.5744768,77.2569041,0.0
Chawla's�_,New Delhi,28.5802945,77.2417277,2.3
Barbeque Nation,New Delhi,28.580749,77.2413236,4.0
Novelty Dairy & Stores,New Delhi,28.5837753,77.2439279,4.1
Caara Cafe,New Delhi,28.6274922,77.2225973,3.3
Cafe Coffee Day - The Lounge,New Delhi,28.62642941,77.22028926,3.3
Cafe Coffee Day,New Delhi,28.6290186,77.2198128,3.1
Costa Coffee,New Delhi,28.629035,77.21958833,3.4
Gulnar - Hotel Janpath,New Delhi,28.62175556,77.21879444,3.2
Kalpana Restaurant,New Delhi,28.6285904,77.220734,3.2
